Actual,Predicted,Residual
1105,1437.8990622889542,-332.89906228895416
3225,3081.703319357889,143.2966806421109
5033,4974.891215049781,58.10878495021916
53071,52707.618486049454,363.3815139505459
4556,4919.450614438392,-363.4506144383922
2960,3063.3418742960926,-103.34187429609256
10680,10603.025607542668,76.97439245733221
6082,6030.739372609867,51.26062739013287
4714,4645.409969917029,68.59003008297077
64025,60608.698495723336,3416.3015042766638
60589,54415.76166620225,6173.238333797752
49725,49932.83965598246,-207.8396559824614
56702,56571.14415929944,130.8558407005621
57081,64358.08317852518,-7277.083178525179
63277,59098.776465135845,4178.223534864155
9998,10178.834714251207,-180.8347142512066
5841,5245.190040747608,595.8099592523922
30873,22937.923993177348,7935.076006822652
6314,6296.3642432989445,17.63575670105547
12437,9721.713435604182,2715.2865643958175
6082,6137.0795160109565,-55.07951601095647
1694,1713.0826188152303,-19.082618815230262
5330,6992.870746452474,-1662.8707464524741
45693,45236.93132893047,456.06867106952996
7110,7088.600004216771,21.399995783229315
70109,69741.72780794014,367.272192059856
5294,6015.433559812132,-721.4335598121324
37256,37406.882928393985,-150.8829283939849
69168,72504.8081147664,-3336.808114766405
54608,56346.73506449227,-1738.7350644922699
51384,51482.308704056035,-98.30870405603491
60589,54968.947903181295,5620.052096818705
3608,3846.1724609984217,-238.17246099842168
55983,56113.0571520551,-130.05715205510205
49177,49172.68200307217,4.317996927828062
4674,4802.664752839289,-128.66475283928867
5380,5669.353074159764,-289.3530741597642
5851,4892.584605303834,958.415394696166
3465,3378.026732979446,86.97326702055398
36980,37064.65939066002,-84.65939066001738
17103,17506.274322309753,-403.2743223097532
2098,2362.9578072929935,-264.9578072929935
64831,68689.86917905454,-3858.8691790545417
6194,6153.004406799504,40.99559320049593
5750,5863.9848849452555,-113.98488494525554
7473,6933.048582755903,539.9514172440968
3671,4001.3365173614943,-330.3365173614943
13536,11728.961546172332,1807.0384538276685
2409,2443.0896680151013,-34.089668015101324
24056,24104.60551356833,-48.605513568330935
7895,7569.697979757171,325.3020202428288
5019,4869.957994583031,149.042005416969
5177,7362.709041735783,-2185.709041735783
5703,6652.415322596858,-949.4153225968575
6133,6354.045935947336,-221.04593594733615
22152,21829.11717453438,322.8828254656182
58315,58975.67672925998,-660.6767292599834
5549,5769.828185178781,-220.8281851787806
5178,5395.171030168558,-217.171030168558
8112,8032.113676837772,79.88632316222811
5754,5881.245928914134,-127.24592891413431
7321,6052.368861250766,1268.6311387492342
5768,5832.8791730367975,-64.87917303679751
2410,2459.177633374707,-49.17763337470706
4453,4745.546339191303,-292.54633919130265
51405,51125.43451326256,279.56548673743964
7106,7286.91274878747,-180.91274878747026
6577,6372.773060182475,204.2269398175249
56702,61285.22616142385,-4583.226161423852
5179,5098.514937381334,80.48506261866623
35490,35809.71129890914,-319.71129890914017
4111,4089.703701969594,21.29629803040598
85148,79172.71674537967,5975.283254620328
51875,55043.6303554216,-3168.6303554215992
5148,5518.813931316537,-370.8139313165366
32859,33174.570346064094,-315.57034606409434
66063,66332.2024688195,-269.20246881949424
12605,13431.848192484716,-826.8481924847165
44583,43303.56749367429,1279.432506325713
6598,6744.154403759568,-146.15440375956769
45257,45188.03024355628,68.96975644372287
4357,4356.277599792285,0.7224002077145997
5040,6572.314174465017,-1532.3141744650165
4500,4567.265470713985,-67.26547071398545
6568,6588.4399078033175,-20.43990780331751
6985,6785.201138372743,199.79886162725688
5549,5596.9924631125705,-47.992463112570476
4672,4782.979167899435,-110.9791678994352
10058,10665.781497698677,-607.7814976986774
54777,54910.02711307669,-133.02711307669233
5192,5106.862767167372,85.13723283262789
12658,13018.181289684893,-360.1812896848933
10744,11673.732598762537,-929.7325987625372
4880,4343.646227837882,536.3537721621178
7488,7728.030192844031,-240.03019284403126
57057,57245.90694497242,-188.9069449724193
29765,31202.542279410005,-1437.542279410005
9840,9741.575683908572,98.42431609142841
7900,7776.199270439762,123.80072956023832
55377,55478.294813020795,-101.29481302079512
2836,2767.948431455164,68.05156854483585
24056,24150.3536446333,-94.35364463329825
74844,74123.83498265658,720.1650173434173
4086,4293.336629713281,-207.33662971328067
22140,22188.958171545535,-48.95817154553515
32923,34030.52850887856,-1107.5285088785604
4148,4769.673209498439,-621.6732094984391
12166,13088.988156492735,-922.9881564927346
6921,7681.8828881021445,-760.8828881021445
52287,52682.194541720295,-395.1945417202951
11508,11453.0662707161,54.9337292839009
9840,9811.485143821368,28.514856178631817
6314,6383.418551872265,-69.4185518722652
41113,40775.394020532156,337.605979467844
3595,3623.830389169974,-28.83038916997384
5772,5712.472367277661,59.52763272233915
76605,70470.1818546492,6134.8181453508005
4658,4688.097024639245,-30.09702463924532
4417,4494.328223019421,-77.32822301942088
5331,3211.818979725048,2119.181020274952
52063,52192.00460033503,-129.00460033502895
93069,62228.79368349181,30840.206316508193
4007,4101.499515736369,-94.49951573636918
4819,4894.148835246173,-75.1488352461729
11205,11580.349999433853,-375.34999943385264
7950,8086.982289300924,-136.9822893009241
4658,4707.783242408367,-49.78324240836719
2339,2287.0995116659597,51.90048833404035
5955,6102.944612484552,-147.94461248455173
45097,46261.65335290007,-1164.6533529000735
6429,6331.45385126375,97.54614873624996
20424,16207.045492352256,4216.954507647744
5851,5302.3888543593075,548.6111456406925
2343,2892.617257633993,-549.6172576339932
51595,51813.56771702884,-218.56771702883998
6297,5632.557326905822,664.4426730941777
41064,40611.95303679955,452.0469632004533
4338,5613.463140862551,-1275.463140862551
7426,7404.953570656324,21.04642934367621
49613,49807.68968058645,-194.6896805864526
14418,13483.11895470064,934.8810452993603
43729,43971.350443097064,-242.35044309706427
45883,45869.431081176794,13.568918823206332
51457,51535.91341002508,-78.91341002508125
5378,5054.744550999983,323.2554490000166
4048,4859.898503595737,-811.8985035957367
6893,6149.871094805938,743.1289051940621
51595,51696.35767176298,-101.35767176297668
11129,11212.77663948213,-83.77663948213012
45693,45783.14739535378,-90.14739535377885
6202,8903.547086050785,-2701.547086050785
29764,30255.81523566926,-491.815235669259
73903,62957.91197477536,10945.088025224642
4788,4573.984712424211,214.01528757578944
5892,5704.757324531942,187.24267546805822
37985,37555.636820891814,429.36317910818616
5888,5956.07260790225,-68.07260790224973
2767,2929.9507371012205,-162.9507371012205
51707,51659.73265392352,47.267346076478134
6776,7036.223517757134,-260.2235177571338
4979,4926.581612254115,52.41838774588541
4417,4723.207320207922,-306.20732020792184
53209,51925.394157260656,1283.6058427393436
43521,46494.320951423375,-2973.320951423375
15542,14045.104767164758,1496.8952328352425
6339,6186.366752937406,152.6332470625939
48079,48502.0782268012,-423.07822680119716
3090,3010.8670759240335,79.13292407596646
3911,2905.793867882077,1005.2061321179231
69168,69506.37460622752,-338.3746062275168
83087,84261.91651294864,-1174.9165129486355
3346,5597.822926595426,-2251.822926595426
4556,4787.860783893418,-231.86078389341765
9088,7778.570042331759,1309.4299576682406
49613,49674.94936228334,-61.949362283339724
3671,4480.720505528935,-809.7205055289351
5605,5947.647373840965,-342.647373840965
64969,61092.8340217809,3876.165978219098
4790,5173.985986577629,-383.98598657762886
6340,6077.665959840042,262.334040159958
7212,6980.440104362289,231.55989563771072
6489,6434.719731287374,54.28026871262591
22152,22112.91769120524,39.08230879476105
15131,15851.97922858457,-720.9792285845706
5955,5698.952477780441,256.04752221955914
4011,4257.87052184176,-246.8705218417599
4151,4046.203519412807,104.79648058719295
6431,5322.937569180076,1108.062430819924
58249,52905.61336344917,5343.386636550829
2861,4003.358389202903,-1142.3583892029028
2901,2875.525626103308,25.474373896692214
5127,3787.9918313004373,1339.0081686995627
7035,5922.19621917029,1112.8037808297104
40360,34451.92527129057,5908.074728709427
1714,1768.10436279537,-54.10436279536998
48079,48286.341001512395,-207.34100151239545
51384,51253.15628935622,130.84371064377774
7954,7823.42198436553,130.57801563446992
43865,43881.25272605011,-16.252726050108322
6172,6113.477561212351,58.52243878764875
4810,5478.588962913798,-668.5889629137982
50868,50499.55829544422,368.4417045557784
60260,60548.2656040087,-288.2656040087022
8112,8056.296085141032,55.703914858968346
29656,31488.316973331253,-1832.3169733312534
58315,58346.30694065361,-31.306940653608763
55750,52742.24989218055,3007.7501078194473
32859,33310.91225246989,-451.9122524698905
7413,8864.910756033147,-1451.9107560331468
51641,55462.42573232582,-3821.4257323258207
6158,6158.4548505157045,-0.45485051570449286
4589,4370.870411308597,218.12958869140311
5654,5843.367108229121,-189.3671082291212
5178,5258.33455152358,-80.33455152357965
5174,5368.997452104633,-194.99745210463334
3644,4353.562035360919,-709.5620353609193
6132,7577.647186948307,-1445.6471869483066
57017,57164.38136302108,-147.38136302107887
23163,20708.860552889106,2454.1394471108943
64285,64516.3241230532,-231.3241230532003
3961,3760.2456617764838,200.75433822351624
54481,54492.229952851034,-11.229952851033886
51707,51859.19075144599,-152.190751445989
8059,7689.095358941253,369.9046410587471
3090,4036.720317579677,-946.7203175796772
39555,40568.83800953065,-1013.8380095306493
5103,6058.041904864334,-955.0419048643344
67004,68625.37256830065,-1621.3725683006487
54852,55063.63791199273,-211.63791199272964
18798,18212.171167718458,585.8288322815424
51697,51809.113645361314,-112.11364536131441
5380,5667.1068631250355,-287.1068631250355
2835,4633.20245586659,-1798.2024558665898
4363,4404.92663043076,-41.92663043076027
7106,7099.873365685915,6.126634314085095
4165,4415.3447082833945,-250.34470828339454
49725,50113.75322652237,-388.7532265223708
61933,62297.22470514978,-364.2247051497834
4095,4209.107140797772,-114.10714079777244
6297,7205.159145687313,-908.159145687313
44280,44121.3761322912,158.62386770879675
50271,50694.840119350614,-423.84011935061426
5606,5941.250375767386,-335.2503757673858
15498,16059.213818670813,-561.2138186708125
4896,5147.98723743873,-251.9872374387296
5017,4935.930929928226,81.06907007177415
5949,5886.807598731503,62.192401268496724
15709,7892.8705751608195,7816.1294248391805
5099,7200.2689650838865,-2101.2689650838865
5623,5752.164954098853,-129.16495409885283
7487,7597.93904179619,-110.9390417961904
2228,2368.586256534163,-140.5862565341631
6227,6151.395417094799,75.60458290520091
10680,10772.1891095648,-92.18910956480067
5178,4722.954492471132,455.04550752886826
44280,44319.57574170883,-39.57574170883163
13588,13652.251583059779,-64.25158305977857
49725,49998.55626963869,-273.55626963869145
29764,29897.603914501375,-133.60391450137467
89729,93287.77805534127,-3558.778055341274
5269,6468.511800047797,-1199.511800047797
60555,61023.9223133444,-468.92231334440294
49207,50879.35822439972,-1672.3582243997225
56702,61278.47024564343,-4576.470245643432
49207,49357.06388282671,-150.06388282671105
4111,4382.338381046116,-271.3383810461164
2201,2223.0722211448015,-22.07222114480146
25843,21174.01596901105,4668.984030988951
63935,57053.439058452335,6881.560941547665
21948,21199.07471114173,748.9252888582705
5441,5382.696363617663,58.30363638233666
14150,17608.334812641173,-3458.334812641173
12408,13194.021262042133,-786.0212620421335
3014,3017.5672005727947,-3.567200572794718
3860,4074.874044428962,-214.87404442896195
72125,63718.09765788239,8406.90234211761
5817,5805.742309109427,11.25769089057303
7877,7894.755996769237,-17.755996769236845
54684,54953.87086712412,-269.8708671241184
49207,49139.35584080672,67.64415919328167
5727,4821.903533395253,905.0964666047466
27792,28567.892125909944,-775.8921259099443
51819,54472.95003992473,-2653.9500399247336
11205,11395.026881255266,-190.02688125526583
6296,6282.227310048816,13.772689951183565
6430,9477.108820596934,-3047.1088205969336
62188,62703.12112487113,-515.1211248711334
5635,6795.011448071749,-1160.0114480717493
2516,2177.5178752743727,338.4821247256273
9241,9532.324576266295,-291.3245762662955
7425,7393.745124426569,31.25487557343058
2994,4162.772110650343,-1168.7721106503432
60396,60560.99022817054,-164.99022817054356
59033,64194.676553522804,-5161.676553522804
60978,60946.72095262451,31.279047375486698
7584,8066.857119718937,-482.8571197189367
6669,7802.1216605685995,-1133.1216605685995
17053,16807.716188199072,245.28381180092765
13524,14085.737828517165,-561.7378285171653
5504,6015.318092042625,-511.3180920426248
61933,67203.3892473106,-5270.389247310595
7484,8737.84528931427,-1253.8452893142694
12318,13291.21656152557,-973.2165615255708
8233,8258.074300897384,-25.07430089738409
2750,2979.3409927747075,-229.3409927747075
7240,5155.973678827537,2084.026321172463
5322,5305.879123526803,16.120876473197313
56476,56445.291560914135,30.708439085865393
3860,3007.8459652459915,852.1540347540085
7740,10245.525066501596,-2505.5250665015956
5021,4500.116687477937,520.8833125220626
15648,15436.445065418868,211.55493458113233
2339,2334.453416096254,4.546583903746068
3096,3030.1996799911267,65.80032000887331
52063,52495.524780394015,-432.52478039401467
51058,50903.0652580483,154.93474195169983
8011,8578.831237630051,-567.831237630051
5956,6837.101867162887,-881.1018671628872
4338,4378.342810591932,-40.34281059193199
5983,5104.918481405307,878.0815185946931
2339,2291.2256306835056,47.77436931649436
16140,13253.040312019926,2886.959687980074
8111,8062.2421580807295,48.757841919270504
1788,1670.9512425674297,117.04875743257026
7212,7223.976889569196,-11.976889569195919
2637,2643.072365007757,-6.072365007757071
6489,7482.695130474373,-993.6951304743734
5902,5986.978871589191,-84.97887158919093
2150,2146.650770077799,3.349229922201175
4209,4350.192769534412,-141.19276953441204
11205,11413.060667990201,-208.06066799020118
6444,6470.833803472797,-26.833803472796717
48851,51019.2769759105,-2168.2769759104995
1776,1957.9617170135248,-181.96171701352478
3140,3255.0092346574984,-115.00923465749838
4772,5017.279141397565,-245.27914139756467
6578,6552.928362517065,25.07163748293533
5606,6162.272176108245,-556.2721761082448
53209,52916.09861833646,292.90138166354154
66063,68561.78887635273,-2498.78887635273
8965,8960.606494916476,4.39350508352436
3999,3936.9289082779383,62.07109172206174
11129,11049.089189266188,79.91081073381247
4020,4026.878182540283,-6.878182540282978
60074,58703.19930930351,1370.8006906964874
56702,56713.359091193706,-11.359091193706263
12465,12669.392109573768,-204.3921095737678
51697,51726.01728289925,-29.01728289925086
10744,11213.007589871913,-469.0075898719133
6067,6046.88919369185,20.11080630815013
4629,4775.26277793704,-146.26277793703957
62636,59326.11496886921,3309.8850311307906
4363,4755.951297897331,-392.95129789733073
5007,5322.264590397726,-315.26459039772635
45672,45766.30993623001,-94.30993623001268
5939,6219.775531001399,-280.77553100139903
3330,3597.565479243045,-267.56547924304505
4348,4576.9956873413485,-228.99568734134846
32621,33709.34896267374,-1088.3489626737428
6502,6512.352584275121,-10.352584275121444
44280,44338.05540648053,-58.05540648053284
59033,63985.2864767632,-4952.286476763198
5894,5749.313356203235,144.68664379676466
69168,70551.0327334499,-1383.0327334499016
3754,3028.280462582503,725.7195374174971
35554,38713.822172227025,-3159.8221722270246
6120,7234.269956879386,-1114.269956879386
9723,10125.630644932888,-402.63064493288766
4145,4341.860732064128,-196.86073206412766
8300,7593.865397345495,706.1346026545052
49613,53318.87965583381,-3705.879655833807
51875,55516.78478124112,-3641.78478124112
4363,4426.788479969908,-63.78847996990771
10017,10087.916456466874,-70.91645646687357
5293,5110.134666676032,182.86533332396812
4453,5253.13088942805,-800.1308894280501
60260,60592.58798312188,-332.5879831218772
3336,3643.851908725704,-307.8519087257041
64831,65792.03159154994,-961.0315915499377
57992,59120.98477546021,-1128.9847754602088
5955,6114.0615673763605,-159.06156737636047
5697,5703.055368359326,-6.055368359326167
4165,4232.532508209932,-67.53250820993162
4099,4042.9158305908227,56.08416940917732
5918,6223.333344477997,-305.33334447799734
11545,11229.28310380351,315.7168961964908
3467,2350.1834553287217,1116.8165446712783
5685,5762.485121934318,-77.48512193431816
72339,74406.3349823551,-2067.334982355096
36712,37759.6031589317,-1047.603158931699
60232,60161.12310833989,70.87689166011114
9884,9493.374195814202,390.6258041857982
49207,49035.506235139896,171.49376486010442
5420,5288.667054190151,131.33294580984875
43376,43860.12432869579,-484.1243286957906
51817,51821.18722776958,-4.187227769580204
5915,5926.27725446984,-11.277254469840045
6461,6507.22993614284,-46.229936142840415
4024,3909.3663370747818,114.63366292521823
6489,6837.828896229827,-348.82889622982657
5705,6520.163787757644,-815.1637877576441
9177,9392.519009664366,-215.5190096643655
4781,4842.392768778494,-61.39276877849443
54684,55290.278529160365,-606.278529160365
32923,34089.493775033116,-1166.4937750331155
75821,69135.57553838627,6685.424461613729
39499,39274.3726362209,224.62736377910187
38099,37863.42916215927,235.57083784072893
7663,8999.522847120905,-1336.5228471209048
5808,5422.142678724623,385.8573212753772
20760,20405.674275975274,354.3257240247258
8148,8759.337551170327,-611.3375511703271
4201,4033.1600847791483,167.8399152208517
6133,6356.358456432324,-223.3584564323237
6296,6257.704954915184,38.29504508481568
15753,15210.027799461526,542.9722005384738
6427,6543.145043631377,-116.14504363137712
5424,5935.395019460967,-511.395019460967
4112,4721.976033715922,-609.9760337159223
57939,57547.401802200504,391.5981977994961
4796,5256.173186105528,-460.17318610552775
17136,15178.49277562533,1957.5072243746708
52063,52049.93718300613,13.06281699387182
10066,8642.259523268562,1423.7404767314383
7484,7798.433642189532,-314.4336421895323
6544,6669.009626069466,-125.00962606946632
7123,7099.503758113547,23.49624188645339
5632,5993.81165173043,-361.81165173042973
64969,62103.662220634826,2865.3377793651744
52586,52481.42449256017,104.57550743983302
60978,61231.7788417259,-253.77884172589984
4262,4427.466033723133,-165.46603372313257
5954,10167.925519366787,-4213.925519366787
6461,6555.149090057851,-94.14909005785103
4748,4979.9925179032225,-231.9925179032225
6262,5984.607636392429,277.3923636075706
17118,14683.846810321738,2434.1531896782617
2343,1716.9524513362805,626.0475486637195
3393,3259.875836981964,133.12416301803614
8719,10424.460492348373,-1705.460492348373
4953,5597.938358668467,-644.9383586684671
8111,8086.091141446447,24.908858553552818
54496,52196.161716259536,2299.8382837404642
45693,43570.02246645326,2122.977533546742
57393,57359.2595969667,33.74040303329821
5320,5697.947147986245,-377.947147986245
5954,6255.222600814517,-301.22260081451714
7982,8751.966555450434,-769.9665554504336
4593,4656.638859011015,-63.638859011014574
4969,5247.907434662803,-278.9074346628031
60396,60695.30019574796,-299.30019574795733
49207,49177.08159906638,29.918400933616795
5536,5347.973338011527,188.02666198847328
7206,6378.214519381699,827.7854806183013
8816,8979.043523774972,-163.04352377497162
6502,6468.267396031242,33.73260396875776
2815,3884.8599126560002,-1069.8599126560002
47395,48472.82422743204,-1077.8242274320364
65033,57582.26011805091,7450.739881949092
1776,1712.5095812665809,63.49041873341912
4783,4726.094944871628,56.905055128371714
60260,60939.87006497642,-679.8700649764214
3971,3938.63874002396,32.361259976039946
74097,70596.94876705883,3500.051232941172
4347,4776.854533304238,-429.85453330423843
1776,1749.53239706243,26.467602937570064
2960,2951.580582948596,8.419417051403798
3048,3444.9067931372538,-396.90679313725377
6953,7515.20646311084,-562.2064631108396
51707,51982.63833634858,-275.6383363485802
43729,43831.01837202963,-102.01837202963361
3393,3991.5718605531983,-598.5718605531983
2056,2142.402251411054,-86.40225141105384
5395,5161.11722380252,233.88277619747987
9090,8784.297503632153,305.70249636784683
14889,15056.596888660213,-167.59688866021315
4383,5231.7143924322745,-848.7143924322745
8029,7927.194260429129,101.80573957087108
11367,11233.705981992289,133.2940180077112
58876,54069.26522554952,4806.7347744504805
53164,52915.67000688253,248.3299931174697
63889,60663.19130195088,3225.8086980491207
5949,6030.59205147343,-81.59205147342982
27976,28163.402161337213,-187.40216133721333
2203,2717.6713013291346,-514.6713013291346
8438,5830.1573457210525,2607.8426542789475
3916,3984.81687408077,-68.81687408077005
5823,5773.631592505609,49.36840749439125
4230,4310.68056780412,-80.68056780412007
27384,23292.628808910245,4091.3711910897546
50271,51184.769081116494,-913.7690811164939
12873,12285.053345233322,587.946654766678
7804,7690.8487141379055,113.15128586209448
74880,68949.65499883673,5930.345001163267
5103,5395.356669604764,-292.35666960476374
2835,3400.792434141428,-565.7924341414282
42521,42224.60541117824,296.39458882175677
13848,7191.495584295543,6656.504415704457
1551,1541.580116184407,9.419883815593039
53164,53373.56838407765,-209.56838407764735
5888,5987.320892546511,-99.32089254651055
5523,5705.738882468384,-182.73888246838396
7584,7788.908486251381,-204.90848625138096
40435,42411.73621429781,-1976.736214297809
3979,4132.001253223844,-153.0012532238443
5955,6308.013712163489,-353.0137121634889
62045,62447.19287262035,-402.19287262034777
53082,50379.48058697196,2702.5194130280433
5960,6090.295287859108,-130.2952878591077
4603,4621.115933310972,-18.11593331097174
61873,68039.00973169909,-6166.009731699087
6109,6109.1372817743395,-0.13728177433949895
9639,9040.210286703978,598.7897132960225
60160,60469.00134013126,-309.0013401312608
53164,56098.49820971006,-2934.4982097100583
12557,12323.153539744188,233.84646025581242
3282,3381.731836676086,-99.731836676086
4099,4065.0501976224314,33.94980237756863
66928,69766.33284939425,-2838.3328493942536
45435,45679.297642857186,-244.29764285718556
9828,10002.102349492121,-174.102349492121
7576,7582.697882175603,-6.697882175602899
51457,53265.27995764764,-1808.279957647639
5896,6006.575106581809,-110.57510658180945
7474,7378.732326966669,95.26767303333145
7319,6458.6302132792825,860.3697867207175
6324,6312.188594345948,11.811405654051669
59254,60039.71208827784,-785.7120882778399
8207,7266.065792934464,940.9342070655357
51457,51531.84929048571,-74.84929048571212
3860,4070.30827087212,-210.30827087211992
2339,2352.803786525234,-13.803786525234045
2482,3334.729635894056,-852.7296358940562
11205,11517.75324040665,-312.75324040664964
25470,25860.030580813076,-390.0305808130761
15634,12445.058416268888,3188.9415837311117
4975,5434.868493064346,-459.8684930643458
51707,53447.24150451779,-1740.2415045177913
6186,6317.635467223783,-131.63546722378305
5960,6295.396724185514,-335.39672418551436
53824,49998.19132693928,3825.8086730607174
39499,39229.834006010584,269.16599398941617
6548,5956.450891178903,591.5491088210974
54608,54395.94887100966,212.05112899033702
6544,6434.840625905562,109.15937409443814
6737,5848.699547437914,888.3004525620863
6461,6503.907349654697,-42.9073496546971
5670,6184.60685846545,-514.6068584654504
13155,4113.226570159758,9041.773429840243
2410,2537.2736008970287,-127.2736008970287
3014,3542.5828730953776,-528.5828730953776
2201,2203.074221512573,-2.0742215125728762
4663,5114.908769457502,-451.9087694575019
2836,2872.3138713207545,-36.313871320754515
6427,6425.085176031173,1.9148239688265676
56879,57053.60676766146,-174.60676766146207
4453,4934.605518931491,-481.60551893149113
51707,53658.391461080304,-1951.391461080304
32634,33827.40931031013,-1193.4093103101332
9178,10170.865357072658,-992.8653570726583
4724,5103.936831785421,-379.9368317854214
51875,51516.620779527686,358.37922047231405
5066,7660.413134329546,-2594.4131343295458
52063,52625.929995909726,-562.9299959097261
5640,6788.872467713376,-1148.872467713376
49725,49886.94854798567,-161.94854798566666
3393,4275.278823293834,-882.2788232938337
4558,3695.6869362929906,862.3130637070094
60396,60186.48203194827,209.51796805173217
54608,54701.75808398778,-93.75808398777735
6461,6831.541184448615,-370.54118444861524
3996,3529.3043595817785,466.6956404182215
8111,6485.3828639693265,1625.6171360306735
8883,6120.969954954549,2762.0300450454506
68841,65263.049623002706,3577.9503769972944
9178,8603.576989260036,574.4230107399635
4896,4882.593876142227,13.40612385777331
60260,60466.32739056568,-206.32739056568244
5754,5178.925223382706,575.0747766172944
12165,13098.311023262659,-933.3110232626586
61392,59473.512348884586,1918.4876511154143
5881,6749.719295638826,-868.7192956388262
12518,12749.506288881661,-231.50628888166102
7021,7012.942732562582,8.057267437417977
2477,2631.2197268206846,-154.21972682068463
5810,6049.589667936516,-239.58966793651598
52392,52911.86563664026,-519.8656366402574
3754,4344.4897300521125,-590.4897300521125
10318,10392.784302764867,-74.78430276486688
3862,3685.884695419614,176.11530458038578
12920,7386.406645117676,5533.593354882324
73448,63804.72185723476,9643.278142765237
